https://redding.craigslist.org/cto/d/redding-2013-camaro-lt/7081204697.html,2013 chevrolet camaro,14000,2013,,likenew,6cylinders,rwd,gas,70000,silver,sub-compact,clean,automatic,coupe,10000.0,https://images.craigslist.org/00F0F_fEUWjdUS8YJ_600x450.jpg,
https://redding.craigslist.org/ctd/d/livermore-1995-chevrolet-camaro-z28-conv/7075591902.html,1995 chevrolet camaro z28 convertible,5995,1995,2g1fp32p9s2171681,excellent,8cylinders,rwd,gas,152598,red,mid-size,clean,automatic,convertible,6103.92,https://images.craigslist.org/00E0E_iAzKZAXNK68_600x450.jpg,
https://redding.craigslist.org/ctd/d/livermore-1996-chevrolet-camaro-5-speed/7066907971.html,1996 chevrolet camaro,3395,1996,2g1fp22k7t2159481,good,6cylinders,rwd,gas,155296,red,mid-size,clean,manual,coupe,6470.67,https://images.craigslist.org/00x0x_1QyUJWwZddm_600x450.jpg,
https://medford.craigslist.org/cto/d/white-city-2014-camaro-rs/7082228872.html,2014 chevrolet camaro RS,14500,2014,,excellent,6cylinders,rwd,gas,44000,yellow,,clean,manual,coupe,7333.33,https://images.craigslist.org/01414_7ThuNCESMCt_600x450.jpg,
https://medford.craigslist.org/ctd/d/grants-pass-2016-chevrolet-camaro-ss/7080968177.html,2016 Chevrolet Camaro SS,28495,2016,1G1FF1R73G0137693,excellent,8cylinders,rwd,gas,12587,grey,,clean,automatic,coupe,3146.75,https://images.craigslist.org/00F0F_dcuxLZm0VYV_600x450.jpg,
https://medford.craigslist.org/ctd/d/grants-pass-2014-chevrolet-camaro-ss/7079611998.html,2014 chevrolet camaro ss,19995,2014,2G1FT1EW7E9269963,excellent,8cylinders,rwd,gas,52218,white,,clean,manual,,8703.0,https://images.craigslist.org/00G0G_4xW3JDpPGvg_600x450.jpg,
https://medford.craigslist.org/ctd/d/grants-pass-2016-chevrolet-camaro-ss/7067218409.html,2016 Chevrolet Camaro SS,28495,2016,1G1FF1R73G0137693,excellent,8cylinders,rwd,gas,12587,grey,,clean,automatic,coupe,3146.75,https://images.craigslist.org/00F0F_dcuxLZm0VYV_600x450.jpg,
https://medford.craigslist.org/cto/d/medford-reduced-1998-camaro-for-sale/7064848951.html,1998 Chevrolet Camaro,2500,1998,2G1FP22K5W2110493,good,6cylinders,rwd,gas,173000,green,mid-size,clean,automatic,coupe,7863.64,https://images.craigslist.org/01717_f38TFDZXqfe_600x450.jpg,
https://chico.craigslist.org/ctd/d/sacramento-2010-chevrolet-camaro-ls-2dr/7077302213.html,2010 Chevrolet Camaro,9999,2010,2G1FE1EV1A9211908,excellent,,rwd,gas,93301,black,,clean,manual,coupe,9330.1,https://images.craigslist.org/00505_l8CmOlq6Y9z_600x450.jpg,
https://chico.craigslist.org/ctd/d/gridley-1995-chevrolet-camaro-super/7076528092.html,1995 chevrolet camaro,2895,1995,,excellent,6cylinders,rwd,gas,161000,white,mid-size,clean,automatic,coupe,6440.0,https://images.craigslist.org/00Z0Z_5NCndXsIG1P_600x450.jpg,
https://chico.craigslist.org/ctd/d/yuba-city-2010-chevrolet-camaro-2lt-2/7068915781.html,2010 Chevrolet Camaro 2LT,14999,2010,2G1FC1EV9A9212097,excellent,6cylinders,,gas,93714,,,clean,automatic,coupe,9371.4,https://images.craigslist.org/01717_2OFaUVKGDE9_600x450.jpg,
https://chico.craigslist.org/ctd/d/chico-2010-chevrolet-camaro-2ss/7066311893.html,2010 Chevrolet Camaro,12995,2010,2G1FK1EJ3A9146033,,8cylinders,rwd,gas,76722,red,,clean,automatic,,7672.2,https://images.craigslist.org/00E0E_jrWE8CXSBWS_600x450.jpg,
https://chico.craigslist.org/ctd/d/gridley-1995-chevrolet-camaro-super/7064706486.html,1995 chevrolet camaro,2895,1995,,excellent,6cylinders,rwd,gas,161000,white,mid-size,clean,automatic,coupe,6440.0,https://images.craigslist.org/00Z0Z_5NCndXsIG1P_600x450.jpg,
https://humboldt.craigslist.org/cto/d/crescent-city-1993-chevrolet-1500/7066271471.html,1993 Chevrolet Silverado 1500,6500,1993,,excellent,8cylinders,4wd,gas,103600,yellow,full-size,clean,manual,truck,3837.04,https://images.craigslist.org/01414_1S3Tn5kIchp_600x450.jpg,
