url,car,price,model year,VIN,condition,cylinders,drive,fuel,odometer,paint color,size,title status,transmission,type,pic,
https://humboldt.craigslist.org/ctd/d/eureka-2013-jeep-wrangler-unlimited/7068556313.html,2013 Jeep Wrangler Unlimited Sahara,28995,2013,1C4BJWEG9DL556116,,,4wd,gas,79895,white,,clean,manual,SUV,https://images.craigslist.org/00U0U_hrYED3kSOXc_600x450.jpg,
https://redding.craigslist.org/ctd/d/sacramento-2009-jeep-wrangler-unlimited/7078686882.html,2009 Jeep Wrangler Unlimited,17999,2009,1J4GA69159L789133,excellent,6cylinders,4wd,gas,147831,,,clean,automatic,SUV,https://images.craigslist.org/00R0R_dTCtIEeqNnv_600x450.jpg,
https://redding.craigslist.org/ctd/d/redding-2018-jeep-wrangler-unlimited-jk/7074916595.html,2018 Jeep Wrangler Unlimited JK,36077,2018,1C4BJWFG4JL837914,excellent,,4wd,gas,40381,red,,clean,automatic,,https://images.craigslist.org/00e0e_cigtaxVMWPo_600x450.jpg,
https://redding.craigslist.org/ctd/d/anderson-reduced-price-2008-jeep/7074327403.html,2008 jeep wrangler unlimited rubicon,17908,2008,1J4GA691X8L630915,excellent,6cylinders,4wd,gas,112045,white,,clean,automatic,SUV,https://images.craigslist.org/00707_936OkSCXKhv_600x450.jpg,
https://redding.craigslist.org/ctd/d/redding-2013-jeep-wrangler-unlimited/7073879025.html,2013 Jeep Wrangler Unlimited,0,,1C4HJWDG5DL522959,,6cylinders,4wd,gas,70197,,,clean,automatic,convertible,https://images.craigslist.org/00D0D_bwDAQjrEIq4_600x450.jpg,
https://redding.craigslist.org/ctd/d/artois-2018-jeep-wrangler-jk-unlimited/7073519921.html,2018 Jeep Wrangler JK Unlimited,35995,2018,1C4HJWDG5JL930826,excellent,6cylinders,4wd,gas,24333,grey,mid-size,clean,automatic,SUV,https://images.craigslist.org/00R0R_c8Vc08qBh6_600x450.jpg,
https://redding.craigslist.org/ctd/d/redding-2013-jeep-wrangler-unlimited/7070174279.html,2013 Jeep Wrangler Unlimited,0,,1C4HJWDG5DL522959,,6cylinders,4wd,gas,70197,,,clean,automatic,convertible,https://images.craigslist.org/00D0D_bwDAQjrEIq4_600x450.jpg,
https://redding.craigslist.org/ctd/d/sacramento-2014-jeep-wrangler-unlimited/7068512013.html,2014 Jeep WRANGLER UNLIMITED - 4X4 - XRC FENDER AND BACK COR,26988,2014,,excellent,6cylinders,4wd,gas,,silver,,clean,automatic,SUV,https://images.craigslist.org/00z0z_hAshrCNcIdJ_600x450.jpg,
https://redding.craigslist.org/ctd/d/redding-2013-jeep-wrangler-unlimited/7067717978.html,2013 Jeep Wrangler Unlimited,0,,1C4HJWDG5DL522959,,6cylinders,4wd,gas,70197,,,clean,automatic,convertible,https://images.craigslist.org/00D0D_bwDAQjrEIq4_600x450.jpg,
https://redding.craigslist.org/ctd/d/anderson-reduced-price-2008-jeep/7067358896.html,2008 jeep wrangler unlimited rubicon,17908,2008,1J4GA691X8L630915,excellent,6cylinders,4wd,gas,112045,white,,clean,automatic,SUV,https://images.craigslist.org/00707_936OkSCXKhv_600x450.jpg,
https://redding.craigslist.org/cto/d/emeryville-black-2018-jeep-wrangler-jk/7065358288.html,2018 jeep wrangler unlimited sahara,30000,2018,1C4BJWEG8JL937564,likenew,6cylinders,4wd,gas,40000,black,full-size,clean,automatic,SUV,https://images.craigslist.org/00I0I_gBJ5vczPYEY_600x450.jpg,
https://redding.craigslist.org/ctd/d/anderson-reduced-price-2008-jeep/7065288308.html,2008 jeep wrangler unlimited rubicon,17908,2008,1J4GA691X8L630915,excellent,6cylinders,4wd,gas,112045,white,,clean,automatic,SUV,https://images.craigslist.org/00707_936OkSCXKhv_600x450.jpg,
https://mendocino.craigslist.org/cto/d/caspar-jeep-wrangler-unlimited-rubicon/7080398841.html,2017 Jeep Wrangler Unlimited Rubicon,40000,2017,,likenew,6cylinders,4wd,gas,38900,white,,clean,automatic,SUV,https://images.craigslist.org/00Q0Q_84Iqjr2mrBq_600x450.jpg,
https://mendocino.craigslist.org/cto/d/kelseyville-selling-2013-jeep-wrangler/7077873047.html,2013 jeep wrangler unlimited sport,25000,2013,,good,,,gas,102000,,,clean,automatic,,https://images.craigslist.org/00u0u_9sbR7Ev57oq_600x450.jpg,
https://mendocino.craigslist.org/ctd/d/roseville-2015-jeep-wrangler-unlimited/7065913793.html,2015 Jeep Wrangler Unlimited Sport,23877,2015,1C4BJWDG4FL769771,excellent,6cylinders,4wd,gas,76964,,,clean,manual,SUV,https://images.craigslist.org/00S0S_b56BuiYrrr2_600x450.jpg,
https://mendocino.craigslist.org/cto/d/emeryville-black-2018-jeep-wrangler-jk/7065363284.html,2018 jeep wrangler unlimited sahara,30000,2018,1C4BJWEG8JL937564,likenew,6cylinders,4wd,gas,40000,black,full-size,clean,manual,SUV,https://images.craigslist.org/00I0I_gBJ5vczPYEY_600x450.jpg,
https://medford.craigslist.org/cto/d/grants-pass-2012-jeep-wrangler/7082516450.html,2012 jeep wrangler unlimited sahara,25000,2012,,likenew,6cylinders,4wd,gas,141000,black,mid-size,clean,automatic,,https://images.craigslist.org/00P0P_4tmIG3PsTdk_600x450.jpg,
https://medford.craigslist.org/ctd/d/hillsboro-2012-jeep-wrangler-unlimited/7081600905.html,2012 Jeep Wrangler Unlimited,24995,2012,1C4BJWEG3CL277999,,6cylinders,4wd,gas,73953,white,,clean,manual,SUV,https://images.craigslist.org/00Y0Y_jAYFC76A8J1_600x450.jpg,
